TRANSACTION_DT,Count(Distinct(CUSTOMER_NBR)),SALES
2018-05-17,45625,4365642.95
2018-05-18,37817,3735995.75
2018-05-19,48569,4723545.82
2018-05-20,18932,2006286.42
2018-05-21,25790,2320112.25
2018-05-22,37234,3251664.43
2018-05-23,36758,3402830.42
2018-05-24,39719,3583184.66
2018-05-25,48756,4459587.5
2018-05-26,51160,4962719.8
2018-05-27,26133,2615762.02
2018-05-28,29565,2941088.21
2018-05-29,27032,2291199.95
2018-05-30,50615,4635327.11
2018-05-31,42349,4169346.4
2018-06-01,42841,4025785.43
2018-06-02,38634,3732605.29
2018-06-03,18463,1838289.74
2018-06-04,32685,3054633.32
2018-06-05,41550,3803738.41
2018-06-06,37889,3341284.24
2018-06-07,32094,2843484.02
2018-06-08,45346,3911163.16
2018-06-09,45319,4330288.52
2018-06-10,21560,2089739.4
2018-06-11,31434,2636566.71
2018-06-12,44365,3933388.62
2018-06-13,44408,3909272.32
2018-06-14,36205,3233768.41
2018-06-15,40650,3753735.09
2018-06-16,43503,4250989.79
2018-06-17,22109,2195678.14
2018-06-18,32426,3042729.8
2018-06-19,46483,4351839.27
2018-06-20,40100,4220230.69
2018-06-21,38278,3745422.89
2018-06-22,38814,3773088.46
2018-06-23,41821,4487226.14
2018-06-24,20573,2158541.77
2018-06-25,31281,2842116.51
2018-06-26,45231,4187862.42
2018-06-27,37727,3466940.93
2018-06-28,36822,3344794.85
2018-06-29,42302,3836151.78
2018-06-30,42167,4040343.26
2018-07-01,19970,1997580.03
2018-07-02,35976,3044575.82
2018-07-03,49479,4298791.7
2018-07-04,24894,2373414.65
2018-07-05,34654,2978284.54
2018-07-06,48839,4101493.22
2018-07-07,49236,4379196.03
2018-07-08,19508,1794707.42
2018-07-09,28733,2356651.57
2018-07-10,42820,3508667.77
2018-07-11,40350,3549850.62
2018-07-12,35948,3079635.59
2018-07-13,38986,3241103.26
2018-07-14,43687,3834442.17
2018-07-15,21819,1977615.08
2018-07-16,43471,3067431.58
2018-07-17,50724,3868911.36
2018-07-18,40237,2911078.24
2018-07-19,36592,2647891.01
2018-07-20,44124,3320748.48
2018-07-21,40206,3499845.18
2018-07-22,18831,1735299.23
2018-07-23,27110,2192544.39
2018-07-24,38473,3157888.18
2018-07-25,33992,2745852.03
2018-07-26,27666,2181458.29
2018-07-27,33428,2771288.55
2018-07-28,33705,3008717.96
2018-07-29,17058,1554475.41
2018-07-30,27019,2132563.54
2018-07-31,32421,2751620.27
2018-08-01,23533,2056339.19
2018-08-02,23110,2014266.36
2018-08-03,40038,3614048.69
2018-08-04,43445,4135736.01
2018-08-05,23144,2243932.43
2018-08-06,29059,2403947.8
2018-08-07,41136,3455570.78
2018-08-08,31831,2858321.56
2018-08-09,31102,2858584.13
2018-08-10,38383,3447552.84
2018-08-11,43618,4104132.56
2018-08-12,25611,2511305.57
2018-08-13,25612,2076501.67
2018-08-14,35254,2934310.33
2018-08-15,34320,2866758.81
2018-08-16,31331,2785876.13
2018-08-17,30830,2618352.57
2018-08-18,35641,3346048.28
2018-08-19,16083,1549220.54
2018-08-20,23857,1861580.38
2018-08-21,30435,2782548.3
2018-08-22,23863,2092462.15
2018-08-23,26452,2374182.19
2018-08-24,33285,2861958.15
2018-08-25,32128,2905392.97
2018-08-26,16408,1521434.67
2018-08-27,24702,1893321.09
2018-08-28,30060,2565762.58
2018-08-29,24989,2103822.33
2018-08-30,26405,2165913.99
2018-08-31,43536,3517200.76
2018-09-01,40405,3629425.2
2018-09-02,20834,1888692.37
2018-09-03,24004,2170398.52
2018-09-04,29920,2205818.92
2018-09-05,41976,3580420.96
2018-09-06,36511,3561531.22
2018-09-07,25326,2265449.52
2018-09-08,28516,2694558.56
2018-09-09,14999,1512858.55
2018-09-10,21375,1889957.72
2018-09-11,26067,2353147.23
2018-09-12,23328,2100383.3
2018-09-13,25053,2309175.9
2018-09-14,28664,2602494.75
2018-09-15,33447,3118709.45
2018-09-16,15629,1476989.49
2018-09-17,24349,1981899.35
2018-09-18,30161,2790856.33
2018-09-19,20714,1924464.89
2018-09-20,21130,1829917.29
2018-09-21,28044,2280458.53
2018-09-22,35535,3036349.06
2018-09-23,16886,1505362.76
2018-09-24,24078,1886862.18
2018-09-25,32155,2834458.89
2018-09-26,22334,2091040.28
2018-09-27,21687,2080537.71
2018-09-28,33112,3301479.05
2018-09-29,39137,3939799.05
2018-09-30,21124,2088633.77
2018-10-01,30775,2562364.78
2018-10-02,37806,3603709.94
2018-10-03,32196,3000742.86
2018-10-04,28645,2579404.91
2018-10-05,36183,3196372.01
2018-10-06,40286,3652523.56
2018-10-07,21039,1973995.47
2018-10-08,37658,3133668.68
2018-10-09,40658,3489066.49
2018-10-10,33441,2997052.05
2018-10-11,31353,2626567.84
2018-10-12,38086,3155467.07
2018-10-13,35552,3362324.5
2018-10-14,14502,1432285.75
2018-10-15,26845,2166202.76
2018-10-16,32098,2960610.34
2018-10-17,26747,2413942.25
2018-10-18,26247,2386183.18
2018-10-19,29721,2548976.3
2018-10-20,35331,3160223.99
2018-10-21,17629,1648692.65
2018-10-22,26669,2182233.25
2018-10-23,28108,2716663.49
2018-10-24,21727,2084233.9
2018-10-25,20452,1917240.97
2018-10-26,29274,2610692.35
2018-10-27,37815,3358325.49
2018-10-28,16673,1554986.82
2018-10-29,23873,1956676.81
2018-10-30,37715,3170651.77
2018-10-31,28797,2749986.99
2018-11-01,26001,2518896.8
2018-11-02,28127,2544307.2
2018-11-03,35395,3273255.15
2018-11-04,17067,1621073.51
2018-11-05,27325,2219938.74
2018-11-06,29276,2805294.76
2018-11-07,24452,2345055.64
2018-11-08,26989,2508199.85
2018-11-09,36573,3462284.61
2018-11-10,36320,3650664.34
2018-11-11,19519,1959936.87
2018-11-12,32883,2872755.96
2018-11-13,34968,3337327.85
2018-11-14,30233,2886495.47
2018-11-15,23003,2144023.14
2018-11-16,31414,2877044.66
2018-11-17,41151,3604991.93
2018-11-18,19019,1694526.65
2018-11-19,33911,2819039.47
2018-11-20,46562,4250483.77
2018-11-21,37730,3257197.31
2018-11-22,14430,1142200.18
2018-11-23,94944,8797142.48
2018-11-24,71187,6186760.98
2018-11-25,42913,3463352.87
2018-11-26,40722,3618050.79
2018-11-27,60137,5888499.81
2018-11-28,40039,3581878.43
2018-11-29,31580,2735878.47
2018-11-30,43142,3343539.48
2018-12-01,43581,3469647.08
2018-12-02,20766,1641677.73
2018-12-03,32293,2285138.62
2018-12-04,45104,3373555.67
2018-12-05,35184,2718979.67
2018-12-06,36932,2766669.03
2018-12-07,53190,3840570.11
2018-12-08,51220,3982425.22
2018-12-09,22777,1786476.77
2018-12-10,32853,2343192.28
2018-12-11,48418,4041903.51
2018-12-12,35792,3051564.36
2018-12-13,34040,2833806.34
2018-12-14,46265,3707536.6
2018-12-15,45817,3650361.53
2018-12-16,27844,2138244.01
2018-12-17,32857,2579879.82
2018-12-18,45696,3709313.06
2018-12-19,32117,2845450.84
2018-12-20,29827,2575013.06
2018-12-21,36498,3153373.08
2018-12-22,49749,4476277.99
2018-12-23,31541,2982196.05
2018-12-24,29420,2581866.92
2018-12-25,145,12806.9
2018-12-26,40455,3250135.6
2018-12-27,54965,4536455.61
2018-12-28,56331,4619511.04
2018-12-29,48022,4100961.82
2018-12-30,25136,2177138.46
2018-12-31,28226,2280746.39
2019-01-01,14195,1165961.86
2019-01-02,33687,2554524.79
2019-01-03,55935,4602280.78
2019-01-04,45098,3820884.79
2019-01-05,43610,3660418.88
2019-01-06,15536,1298069.05
2019-01-07,27415,2031015.51
2019-01-08,40525,3274990.18
2019-01-09,25649,2025093.34
2019-01-10,21992,1754759.42
2019-01-11,27078,2094827.53
2019-01-12,33003,2711910.28
2019-01-13,15746,1318513.07
2019-01-14,25765,1870791.44
2019-01-15,30967,2487779.27
2019-01-16,23115,1921825.14
2019-01-17,21034,1738448.78
2019-01-18,24560,1993686.69
2019-01-19,26452,2231822.51
2019-01-20,11718,1030752.66
2019-01-21,24314,1854731.09
2019-01-22,25050,2056817.09
2019-01-23,21308,1951112.22
2019-01-24,19641,1630139.97
2019-01-25,27538,2337564.28
2019-01-26,32660,2941300.15
2019-01-27,14043,1294428.66
2019-01-28,24165,1939022.14
2019-01-29,30147,2556688.6
2019-01-30,16559,1416681.44
2019-01-31,20689,1715801.9
